Name,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Cre,Dec,Det,Fla,Inf,Off,Pos,Tea,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,LTh,Mar,Pas,Pen,Tac,Tec,Age,Position,Value,Predicted_value,Difference
 Sami Allagui              ,15,15,14,13,13,14,12,13,12,14,10,14,11,12,13,14,15,8,14,12,11,11, 8   , 10  , 13  , 16  ,11,9, 14  , 10  , 4   , 6   , 11  ,10, 8   ,16,25, ST                                 ,6.0,16.11887,10.11886978149414
 Christian Timm          ,12,13,13,9,6,12,8,8,5,9,10,11,12,13,8,12,11,7,10,6,12,12, 11  , 12  , 12  , 10  ,11,10, 7   , 11  , 3   , 2   , 8   ,12, 3   ,13,32," AM (RL), ST                 ",0.004,1.8168426,1.8128425559997559
 Odion Ighalo            ,17,12,15,14,14,14,10,14,10,12,12,10,10,9,12,12,18,6,13,8,12,12, 5   , 7   , 17  , 14  ,12,2, 12  , 5   , 2   , 2   , 10  ,8, 2   ,15,22, ST                         ,3.1,6.4397407,3.3397406578063964
 Emmanuel Adebayor     ,16,17,16,16,15,16,16,18,14,10,11,14,9,10,12,12,14,8,14,5,8,6, 5   , 5   , 15  , 15  ,15,5, 16  , 11  , 7   , 5   , 12  ,16, 4   ,15,27, ST                       ,12.75,43.545944,30.795942306518555
 Odhise Rroshi             ,16,14,10,13,9,17,9,10,11,10,7,9,8,10,9,12,10,11,11,7,10,10, 6   , 9   , 10  , 10  ,10,7, 12  , 10  , 10  , 5   , 9   ,11, 6   ,10,20," M (R), AM (RC), ST                 ",2.8000000000000003,6.984751,4.1847512245178216
 Barreto                      ,16,17,9,8,10,15,14,6,12,9,8,13,7,12,10,18,17,6,14,8,12,13, 12  , 11  , 14  , 16  ,12,5, 13  , 15  , 5   , 3   , 14  ,15, 3   ,16,22, ST                     ,2.9,21.368761,18.46876106262207
 Stipe Batarilo-Cerdic     ,11,11,11,6,9,11,8,6,13,7,2,6,2,6,5,8,9,3,2,1,14,11, 4   , 9   , 9   , 10  ,11,7, 10  , 5   , 7   , 3   , 6   ,7, 8   ,9,17," AM (RL), ST                        ",0.2,0.6279969,0.4279969215393066
 Jared Bi Zamble             ,14,14,8,7,10,14,14,10,10,10,8,8,8,9,8,14,7,5,11,10,10,10, 7   , 8   , 8   , 9   ,8,6, 6   , 6   , 6   , 7   , 7   ,8, 8   ,6,17, ST                    ,0.14,1.2649298,1.12492977142334
 Sergi Mut               ,13,10,8,6,6,13,5,6,12,10,2,11,2,5,12,8,10,4,11,6,8,9, 6   , 7   , 6   , 12  ,12,8, 10  , 6   , 2   , 7   , 12  ,8, 2   ,7,20, ST                  ,0.8999999999999999,0.7302642,-0.1697358131408691
 Stephen Ward          ,12,13,13,12,16,12,14,10,12,13,15,13,12,6,11,11,9,6,13,7,13,15, 4   , 12  , 11  , 9   ,10,10, 11  , 9   , 8   , 11  , 11  ,6, 13  ,11,25," D (L), ST                ",5.0,2.8191519,-2.1808481216430664
 Kevin Doyle           ,13,11,12,12,14,14,14,15,11,14,16,13,14,10,10,18,10,13,13,10,13,17, 6   , 14  , 13  , 14  ,14,10, 16  , 11  , 3   , 6   , 12  ,14, 8   ,13,27, ST                       ,7.0,35.30307,28.303070545196533
 Jo-Gook Jung                    ,13,10,14,14,14,11,13,14,8,13,12,12,14,15,14,14,15,9,14,13,14,11, 4   , 10  , 9   , 13  ,12,9, 14  , 10  , 3   , 5   , 13  ,15, 4   ,10,27, ST                  ,3.7,5.1659155,1.4659154891967774
 Stephen Dobbie        ,10,10,15,8,9,11,10,16,5,5,5,13,10,14,12,20,13,5,11,7,12,12, 2   , 7   , 15  , 16  ,13,10, 8   , 15  , 2   , 2   , 13  ,14, 6   ,14,28," AM (RLC), ST             ",3.2,3.7057734,0.5057733535766601
 Nicola Pozzi                ,13,12,13,12,8,14,15,13,10,12,10,9,13,9,11,15,11,10,14,12,12,9, 7   , 8   , 12  , 13  ,12,10, 13  , 9   , 8   , 7   , 11  ,13, 9   ,14,25, ST                    ,4.0,8.874478,4.874478340148926
 Andrew Halliday      ,13,12,9,9,11,13,9,8,9,12,11,7,6,7,10,9,10,5,12,8,7,10, 4   , 9   , 13  , 12  ,12,7, 9   , 12  , 2   , 5   , 12  ,7, 6   ,12,19," AM (L), ST             ",2.3000000000000003,4.0152574,1.7152573585510253
 Andr Schrrle            ,18,16,12,11,13,17,18,9,18,12,9,10,12,13,11,18,10,7,14,10,15,19, 9   , 9   , 14  , 15  ,9,10, 7   , 15  , 5   , 6   , 11  ,14, 8   ,12,20," AM (LC), ST                        ",12.5,24.358639,11.85863971710205
 Lukas Hombach             ,12,10,10,4,12,12,8,4,12,5,4,8,6,6,3,10,9,7,12,5,9,12, 8   , 3   , 9   , 7   ,11,4, 11  , 5   , 2   , 2   , 8   ,2, 2   ,10,18, ST                                 ,0.10999999999999999,0.1569128,0.04691280364990235
 J£lio Baptista          ,13,14,17,14,18,14,16,17,14,12,16,14,13,13,14,17,16,10,14,10,11,15, 10  , 12  , 13  , 15  ,13,16, 13  , 16  , 10  , 10  , 14  ,16, 12  ,15,29," M/AM (C), ST               ",8.5,18.714767,10.214766502380371
 Davide Succi                ,11,14,14,10,11,12,13,11,11,11,14,14,14,14,14,16,15,11,14,14,14,14, 3   , 6   , 10  , 15  ,11,7, 13  , 10  , 5   , 6   , 15  ,14, 6   ,13,29, ST                    ,1.6,5.05846,3.4584602355957026
 David Goldsmith       ,12,10,12,9,17,9,5,4,11,7,9,12,4,4,5,7,11,6,8,6,7,10, 7   , 5   , 9   , 11  ,8,8, 11  , 8   , 2   , 4   , 6   ,5, 2   ,11,17, ST                       ,0.24,0.25872946,0.018729457855224604
 Orestes Smelling Mari       ,10,12,12,11,13,12,4,9,11,6,2,12,5,6,8,8,8,3,12,6,14,9, 2   , 3   , 12  , 9   ,12,2, 7   , 2   , 3   , 4   , 2   ,8, 5   ,9,19, ST                    ,0.03,0.5946374,0.564637393951416
 Alessandro Pellicori  ,15,7,13,10,13,10,15,12,14,10,10,12,8,10,12,14,11,10,9,10,14,16, 1   , 7   , 11  , 16  ,8,8, 10  , 10  , 1   , 3   , 13  ,12, 4   ,9,29, ST                       ,1.2,1.2357211,0.035721111297607466
 Mirko Antenucci             ,15,12,10,8,15,15,13,11,11,13,14,13,12,15,15,15,15,10,14,13,13,10, 5   , 7   , 13  , 15  ,10,7, 8   , 10  , 3   , 3   , 11  ,15, 5   ,14,26, ST                    ,3.0,9.794669,6.794669151306152
 Michele Paolucci            ,14,14,12,9,13,14,13,13,14,14,13,13,11,10,12,14,8,12,14,7,14,14, 8   , 8   , 12  , 14  ,13,10, 11  , 11  , 2   , 4   , 11  ,12, 4   ,13,25, ST                    ,2.2,36.29573,34.09572868347168
 Dimitris Papadopoulos   ,15,12,10,10,15,14,15,11,16,11,14,11,10,10,10,18,10,13,11,9,14,18, 6   , 9   , 10  , 12  ,8,7, 14  , 9   , 8   , 9   , 10  ,13, 9   ,9,29, ST                  ,0.7000000000000001,3.7336254,3.0336254119873045
 Rubn Ramos                 ,14,12,9,12,12,15,10,13,7,13,13,4,7,5,9,9,14,4,10,7,8,9, 4   , 7   , 13  , 13  ,11,5, 12  , 6   , 1   , 3   , 8   ,4, 2   ,11,22," AM (C), ST            ",0.09,3.0163765,2.9263764953613283
 Anton Fink              ,14,14,12,8,14,15,12,11,6,9,11,12,12,13,9,11,12,7,13,6,13,12, 6   , 11  , 14  , 12  ,13,7, 7   , 13  , 4   , 3   , 13  ,12, 3   ,13,23," AM (R), ST                  ",0.35000000000000003,19.84955,19.499550724029543
 Cedric                  ,17,15,14,4,18,16,13,8,7,11,12,6,8,10,9,7,15,7,14,11,9,10, 7   , 10  , 13  , 7   ,9,6, 6   , 5   , 7   , 6   , 9   ,6, 6   ,11,19," M/AM (RL), ST       ",2.3000000000000003,2.4813104,0.18131036758422842
 Federico Fortino             ,12,10,10,5,12,10,8,6,11,7,2,6,3,11,3,8,8,1,5,3,10,12, 5   , 1   , 7   , 11  ,5,1, 11  , 1   , 3   , 1   , 5   ,7, 1   ,8,19, ST                     ,0.028,0.050780773,0.022780773162841796
 Cameron Howieson     ,12,12,11,8,12,12,4,3,5,4,3,7,7,6,8,9,9,4,9,5,5,8, 7   , 4   , 9   , 8   ,11,8, 3   , 7   , 2   , 1   , 9   ,8, 2   ,10,16," AM (C), ST             ",0.007,0.28862238,0.2816223793029785
 Sulley Muntari               ,13,12,17,8,14,13,17,16,18,13,17,10,11,12,10,12,12,13,16,14,16,15, 14  , 16  , 15  , 18  ,18,15, 12  , 15  , 3   , 4   , 16  ,15, 5   ,18,33," AM (L), ST             ",4.6000000000000005,57.78976,53.18975963592529
 Kevin Bassey Effiong    ,7,10,7,15,12,10,6,6,13,9,4,6,8,9,8,9,9,6,7,5,8,11, 6   , 5   , 10  , 14  ,12,9, 13  , 5   , 3   , 4   , 11  ,5, 7   ,12,17, ST                          ,0.03,0.7948303,0.764830322265625
 Ra£l De Tom s           ,6,7,4,6,7,9,6,7,10,4,9,10,9,9,4,10,11,4,12,9,8,11, 8   , 4   , 10  , 12  ,8,6, 12  , 5   , 2   , 2   , 7   ,8, 6   ,12,16, ST                         ,0.325,0.17307758,-0.15192241668701173
 William Picoux                  ,10,11,11,12,14,11,4,6,12,7,2,11,4,7,5,8,10,9,10,3,6,9, 2   , 3   , 7   , 8   ,10,3, 8   , 1   , 1   , 6   , 4   ,6, 4   ,6,18, ST                  ,0.065,0.18883705,0.12383705139160157
 Dejan Lekic             ,12,11,15,18,12,12,14,16,13,10,11,12,12,12,15,11,12,12,11,11,13,14, 7   , 10  , 11  , 15  ,10,10, 17  , 10  , 9   , 7   , 9   ,10, 10  ,15,26, ST                         ,2.7,6.337776,3.637776184082031
 Calvin Andrew        ,13,11,11,13,9,12,10,14,8,6,14,8,10,8,8,12,7,5,9,7,13,10, 5   , 7   , 10  , 9   ,9,5, 12  , 5   , 2   , 3   , 7   ,9, 6   ,9,24, ST                     ,0.095,0.93376637,0.8387663650512696
 Maurice Exslager        ,14,15,10,6,12,12,13,7,12,14,13,8,8,12,10,9,12,6,14,7,13,14, 8   , 10  , 12  , 11  ,12,9, 7   , 8   , 5   , 5   , 9   ,12, 5   ,12,20," AM (R), ST                  ",1.5,7.1955824,5.695582389831543
 Dani Schahin            ,13,11,11,13,13,13,10,12,12,8,14,11,9,8,8,15,14,4,12,3,10,10, 4   , 9   , 12  , 11  ,12,8, 12  , 12  , 4   , 4   , 10  ,11, 8   ,12,21, ST                          ,0.3,4.759164,4.459163856506347
 ?ngel Lafita            ,10,12,13,14,12,17,12,11,11,12,13,12,10,13,14,13,15,10,15,7,12,13, 13  , 14  , 15  , 13  ,12,10, 9   , 14  , 9   , 7   , 13  ,12, 8   ,14,26," AM (RL), ST                ",5.25,13.210931,7.960930824279785
 Lucas Albrecht          ,8,10,12,10,12,10,9,10,12,13,11,9,11,12,8,9,5,8,9,10,11,14, 8   , 8   , 10  , 14  ,13,5, 12  , 10  , 7   , 8   , 8   ,7, 10  ,12,20, ST                          ,1.3,4.061198,2.7611982345581056
 Junior Hoilett        ,17,14,9,6,16,16,12,8,8,9,10,9,11,10,7,12,16,4,13,7,11,11, 7   , 7   , 14  , 10  ,11,7, 3   , 12  , 5   , 3   , 10  ,10, 3   ,14,21," AM (RLC), ST             ",6.75,3.701315,-3.0486850738525395
 Gary Taylor-Fletcher ,10,15,12,12,10,10,12,14,12,14,14,15,13,14,14,15,15,5,16,13,13,15, 9   , 13  , 14  , 14  ,11,11, 14  , 11  , 12  , 3   , 14  ,12, 11  ,14,30," M/AM (RC), ST          ",2.2,2.8425598,0.642559814453125
 Mahir Saglik            ,14,13,12,9,12,12,10,12,12,17,11,16,10,11,16,10,13,7,16,5,6,8, 7   , 8   , 14  , 14  ,13,13, 9   , 12  , 2   , 2   , 10  ,16, 4   ,13,28, ST                          ,2.4,9.14155,6.741550064086914
 Adri n Luna             ,15,15,6,4,13,12,10,4,11,12,7,9,8,11,9,10,14,2,13,6,10,9, 13  , 12  , 13  , 14  ,14,14, 7   , 11  , 10  , 6   , 12  ,10, 5   ,14,19," AM (RL), ST         ",2.3000000000000003,5.8985996,3.5985996246337892
 Shane Long            ,17,12,12,11,17,16,15,13,14,15,15,10,9,8,8,15,8,7,15,5,14,17, 6   , 9   , 11  , 13  ,13,8, 14  , 10  , 5   , 7   , 10  ,15, 9   ,9,24, ST                       ,7.5,21.80249,14.302489757537842
 Mickal Pot            ,15,12,15,11,14,14,14,15,11,13,14,9,12,11,11,14,9,7,14,8,11,13, 5   , 10  , 12  , 10  ,12,7, 14  , 9   , 5   , 4   , 11  ,11, 4   ,13,26, ST                          ,0.44999999999999996,7.318766,6.868766117095947
 Lautaro Acosta          ,17,16,15,4,8,16,13,5,9,8,14,9,10,14,10,9,16,5,11,5,12,12, 12  , 16  , 14  , 10  ,14,9, 3   , 11  , 4   , 4   , 14  ,12, 4   ,16,23," AM (RC), ST                ",2.8000000000000003,28.619232,25.81923217773437
 Bryan Ru¡z            ,15,15,10,13,14,15,12,12,12,13,15,14,11,15,12,14,19,11,15,7,10,12, 12  , 14  , 16  , 14  ,16,12, 13  , 12  , 7   , 6   , 15  ,15, 5   ,18,25," AM (RL), ST              ",17.0,57.984535,40.98453330993652
 Djordje Rakic           ,12,13,10,14,15,12,16,12,12,10,13,10,11,11,12,16,11,10,12,11,14,15, 6   , 11  , 10  , 13  ,10,4, 15  , 8   , 10  , 6   , 11  ,9, 10  ,11,25," AM (C), ST                  ",0.275,4.665413,4.390412902832031
 Marco Cellini               ,15,16,12,6,10,14,10,6,6,10,10,12,3,9,9,11,13,5,11,9,8,8, 9   , 6   , 13  , 12  ,14,10, 8   , 7   , 8   , 4   , 9   ,16, 4   ,13,30," AM (C), ST            ",0.35000000000000003,4.023752,3.6737522125244135
 Benik Afobe           ,15,10,10,12,10,14,11,15,9,5,7,6,8,7,8,7,13,3,13,2,10,11, 5   , 5   , 11  , 13  ,12,5, 10  , 6   , 2   , 4   , 11  ,10, 5   ,14,18, ST                       ,3.2,2.4129295,-0.7870704650878907
 Callum McManaman      ,12,8,9,7,12,13,8,9,8,8,7,9,8,8,6,10,6,10,11,9,11,10, 6   , 9   , 13  , 9   ,12,10, 7   , 11  , 2   , 5   , 12  ,2, 3   ,9,20," AM (RL), ST              ",1.2,1.3094735,0.10947351455688481
 Daniele Piselli              ,9,12,13,7,9,12,7,4,9,4,9,6,8,4,5,10,5,14,2,9,10,12, 9   , 7   , 9   , 9   ,9,7, 11  , 3   , 1   , 3   , 9   ,8, 2   ,7,17, ST                     ,0.085,0.25630236,0.17130235671997068
 Felice Simonetti            ,9,7,7,11,8,10,7,7,4,7,4,9,7,9,8,9,12,6,7,3,8,6, 4   , 5   , 6   , 9   ,8,7, 9   , 5   , 3   , 2   , 8   ,11, 3   ,7,17, ST                    ,0.005,0.22549868,0.22049867630004882
 Michele Fossati              ,12,12,11,4,10,12,5,2,14,2,2,5,6,10,3,8,4,1,5,2,7,9, 4   , 2   , 8   , 6   ,9,8, 7   , 6   , 1   , 5   , 5   ,8, 5   ,4,20, ST                     ,0.045,0.051288605,0.006288604736328128
 Vital N'Simba                   ,13,11,9,7,10,12,9,3,9,5,10,10,7,11,8,12,8,11,9,2,6,11, 11  , 13  , 9   , 6   ,10,9, 3   , 4   , 9   , 1   , 6   ,9, 1   ,10,17," AM (RC), ST         ",1.1,0.842247,-0.25775299072265623
 Juanmi                  ,11,11,10,8,12,13,8,8,6,13,8,10,10,11,8,15,14,12,13,7,8,14, 10  , 9   , 13  , 13  ,13,8, 9   , 10  , 5   , 5   , 13  ,10, 7   ,14,18, ST                         ,2.2,13.064656,10.864656257629395
 Daniel Osvaldo               ,13,12,15,13,13,14,15,15,14,14,18,14,14,12,13,12,13,16,14,8,14,16, 9   , 13  , 14  , 15  ,12,11, 14  , 13  , 7   , 9   , 13  ,13, 9   ,15,25," AM (RL), ST            ",8.25,39.299168,31.049168586730957
 Saber Khelifa                   ,15,14,13,11,12,14,13,12,10,11,11,10,10,11,7,15,14,7,13,6,10,11, 7   , 9   , 12  , 11  ,12,11, 11  , 12  , 8   , 4   , 10  ,11, 4   ,13,24, ST                  ,4.2,8.429239,4.229238796234131
 Stefan Sonderegger        ,12,12,12,4,8,12,5,4,8,4,9,7,3,4,3,10,9,3,5,2,8,10, 6   , 9   , 7   , 10  ,11,8, 8   , 3   , 6   , 1   , 11  ,7, 1   ,10,17," AM (L), ST                         ",0.03,0.6379986,0.6079985809326172
 Jay Rodriguez        ,14,10,10,14,13,15,12,12,13,12,9,16,11,10,13,16,7,4,13,13,14,16, 3   , 4   , 10  , 15  ,10,6, 12  , 13  , 2   , 2   , 11  ,11, 6   ,12,21, ST                     ,3.9000000000000004,4.152944,0.2529440879821776
 Noel Hunt            ,10,10,11,12,14,10,13,10,15,13,17,11,11,14,9,18,10,10,14,14,14,17, 4   , 11  , 11  , 13  ,12,5, 15  , 11  , 5   , 5   , 10  ,10, 8   ,12,28," AM (R), ST             ",1.5,5.5427003,4.042700290679932
 Daniele Gabriele          ,11,7,9,6,16,11,5,2,5,5,7,9,4,3,4,6,15,5,9,5,9,8, 6   , 4   , 10  , 11  ,8,7, 11  , 8   , 1   , 1   , 7   ,7, 1   ,8,16, ST                                 ,0.07,0.1318264,0.06182640075683594
 Henoc John Mukendi    ,6,7,11,12,10,9,12,15,14,5,10,8,7,6,6,10,11,2,7,3,14,9, 6   , 8   , 8   , 8   ,6,8, 12  , 8   , 2   , 1   , 6   ,7, 4   ,6,17," AM (L), ST               ",0.08,0.23475885,0.1547588539123535
 Eden Ben-Basat                  ,10,13,11,13,13,13,11,11,9,10,12,11,10,12,7,12,13,9,12,12,15,11, 8   , 8   , 13  , 15  ,11,14, 12  , 13  , 8   , 6   , 10  ,12, 6   ,14,24, ST                  ,2.7,8.045068,5.34506778717041
 Marlon King          ,14,14,12,13,13,13,13,15,16,9,15,12,10,8,9,11,10,12,12,9,13,13, 6   , 8   , 10  , 14  ,11,7, 12  , 12  , 4   , 4   , 10  ,18, 6   ,11,31, ST                     ,1.2,6.5004706,5.300470638275146
 Gabriele Mele                ,7,7,10,11,9,8,5,4,13,2,6,5,9,1,7,10,3,2,2,5,15,10, 2   , 3   , 4   , 12  ,9,3, 12  , 2   , 6   , 1   , 9   ,1, 3   ,10,17, ST                     ,0.04,0.12322903,0.08322902679443359
 Vito Leonetti               ,11,10,7,5,13,10,5,2,5,3,7,8,4,4,5,6,10,10,10,5,7,8, 1   , 2   , 10  , 12  ,7,1, 12  , 4   , 2   , 3   , 7   ,1, 4   ,6,17, ST                    ,0.007,0.07461071,0.06761071014404296
 Martin Fenin            ,15,14,10,11,16,15,14,12,13,10,10,8,11,8,11,10,14,8,14,5,10,14, 7   , 11  , 13  , 12  ,12,8, 12  , 11  , 7   , 2   , 11  ,13, 5   ,13,24," AM (R), ST                  ",3.1,8.449051,5.34905138015747
 Florian Heller            ,14,14,12,9,10,13,13,10,11,12,11,10,13,12,12,13,11,10,7,9,14,14, 12  , 13  , 11  , 9   ,8,10, 7   , 8   , 8   , 8   , 11  ,12, 11  ,10,29," D/WB/M (R), ST                     ",2.2,1.443994,-0.7560059547424316
 Pato                         ,17,16,13,9,12,18,13,11,13,14,11,15,12,14,13,15,16,11,17,5,10,12, 5   , 11  , 17  , 16  ,16,12, 13  , 14  , 7   , 3   , 13  ,14, 4   ,16,21, ST                     ,40.5,64.445076,23.94507598876953
 Caio                    ,13,11,13,12,4,12,8,13,6,13,6,13,12,13,11,6,14,5,13,6,9,7, 15  , 10  , 14  , 11  ,15,15, 11  , 17  , 8   , 3   , 15  ,12, 6   ,14,25," M/AM (C), ST                ",2.3000000000000003,6.9981074,4.698107433319092
 Alberto Mucci                ,8,8,9,9,8,9,9,9,7,9,7,11,11,11,8,4,10,8,8,11,8,9, 4   , 3   , 7   , 7   ,11,8, 8   , 6   , 2   , 5   , 8   ,2, 2   ,7,17, ST                     ,0.085,0.26776314,0.1827631378173828
 Wellington Silva        ,14,16,5,5,13,13,10,5,11,9,9,10,11,12,10,12,16,4,12,5,9,14, 8   , 11  , 15  , 11  ,14,9, 7   , 9   , 2   , 4   , 11  ,9, 4   ,15,18," AM (LC), ST                ",5.5,7.3720527,1.872052669525146
 Jefferson Farf n          ,15,13,18,7,10,18,16,14,12,9,14,15,8,14,12,8,16,4,10,7,18,15, 10  , 16  , 15  , 12  ,15,16, 10  , 9   , 5   , 5   , 13  ,17, 9   ,14,26," AM (R), ST                         ",11.75,51.692024,39.942023277282715
 Christian Eigler          ,16,13,13,14,8,14,10,15,8,14,12,14,8,11,14,12,10,8,13,6,10,10, 5   , 9   , 12  , 12  ,12,8, 14  , 14  , 2   , 2   , 8   ,14, 7   ,11,27," M/AM (RL), ST                      ",2.7,10.520177,7.820176887512207
 Ryan Williams        ,17,7,9,4,12,14,8,6,13,7,9,8,7,5,6,10,7,2,7,2,6,9, 4   , 6   , 10  , 7   ,8,8, 6   , 8   , 2   , 3   , 6   ,9, 2   ,7,17," AM (RL), ST            ",1.9,0.52345514,-1.3765448570251464
 Jordan Obita         ,13,10,12,5,15,12,8,4,12,10,5,10,7,8,7,9,10,2,12,6,15,12, 8   , 8   , 10  , 6   ,9,7, 10  , 7   , 4   , 4   , 11  ,5, 4   ,11,17," AM (LC), ST            ",2.1,0.35089254,-1.7491074562072753
 Emiliano Sala                   ,14,11,14,13,14,12,11,15,12,12,13,10,9,7,10,16,9,7,12,6,13,16, 4   , 6   , 11  , 12  ,11,6, 14  , 9   , 5   , 5   , 7   ,13, 4   ,11,20, ST                  ,1.4000000000000001,5.0919056,3.69190559387207
 Dave Kitson          ,10,12,13,15,12,10,14,13,15,13,13,13,11,10,10,10,13,7,14,10,9,8, 5   , 10  , 9   , 14  ,12,3, 14  , 10  , 4   , 8   , 11  ,13, 11  ,13,31, ST                     ,0.8999999999999999,2.925377,2.025376892089844
 Cameron Lancaster     ,12,12,12,6,15,12,9,2,8,7,5,8,5,6,4,10,15,9,8,6,11,13, 4   , 2   , 12  , 5   ,10,8, 12  , 7   , 1   , 7   , 2   ,6, 2   ,6,18, ST                       ,0.25,0.17035723,-0.07964277267456056
 Conor McAleny         ,13,12,9,7,15,13,11,7,9,9,10,8,10,11,8,11,14,7,8,9,12,15, 7   , 10  , 11  , 8   ,10,10, 7   , 11  , 8   , 3   , 8   ,5, 5   ,7,18," AM (RL), ST              ",0.6,1.2638807,0.663880729675293
 Iker Hern ndez          ,13,11,10,10,12,12,8,12,12,10,11,9,10,10,9,9,14,12,12,1,5,6, 8   , 8   , 13  , 13  ,8,10, 8   , 9   , 1   , 1   , 10  ,10, 2   ,13,17, ST                         ,1.5,4.319012,2.81901216506958
 Brice Jovial                    ,18,14,11,8,13,17,13,8,11,13,10,12,12,9,12,13,13,7,14,6,7,8, 6   , 9   , 14  , 13  ,14,8, 11  , 12  , 5   , 2   , 11  ,12, 3   ,14,27, ST                  ,3.1,26.340961,23.240961456298827
 Martin Kobylanski       ,12,9,4,6,16,11,8,8,6,6,4,10,8,10,9,8,9,11,13,8,10,12, 7   , 6   , 12  , 8   ,9,9, 3   , 13  , 3   , 6   , 12  ,9, 8   ,9,17," AM (C), ST                  ",1.5,0.408957,-1.0910429954528809
 Gilles Sunu                     ,15,13,13,9,12,14,8,13,5,10,9,10,7,12,9,14,14,7,11,6,10,10, 5   , 7   , 13  , 10  ,13,7, 9   , 11  , 5   , 3   , 11  ,10, 3   ,15,20," AM (R), ST          ",2.7,7.992897,5.292897033691406
 Marc Vilajosana         ,12,12,12,9,12,12,2,8,12,7,8,8,9,9,6,9,15,4,9,3,7,2, 6   , 10  , 12  , 10  ,12,2, 6   , 4   , 1   , 2   , 9   ,6, 2   ,12,18," AM (C), ST                 ",0.275,1.3708925,1.0958925247192384
 Ronan Murray         ,14,9,7,6,12,14,7,7,8,9,6,9,8,8,10,8,7,10,13,7,11,12, 1   , 9   , 9   , 11  ,8,7, 6   , 3   , 1   , 1   , 7   ,7, 5   ,9,20," M/AM (R), ST           ",1.2,0.95854044,-0.24145956039428706
 Adam Nemec                ,10,4,19,17,13,11,18,19,4,14,14,11,16,11,13,13,12,10,12,15,19,20, 2   , 8   , 11  , 12  ,14,3, 16  , 8   , 8   , 13  , 14  ,7, 14  ,13,25," M/AM (C), ST                       ",2.7,18.266514,15.566513347625733
 Massimo Luongo        ,8,10,13,10,12,13,10,5,7,9,10,10,7,12,10,10,12,12,11,7,15,13, 9   , 11  , 9   , 9   ,13,6, 10  , 13  , 3   , 3   , 13  ,9, 10  ,13,18," M/AM (C), ST             ",0.525,5.413971,4.888970947265625
 David Forgacs                ,11,11,11,6,7,11,5,1,4,4,1,7,1,6,5,6,11,10,11,2,11,8, 8   , 3   , 7   , 13  ,8,7, 10  , 4   , 3   , 3   , 9   ,4, 4   ,8,17, ST                     ,0.12,0.12193203,0.0019320297241210913
 Manuel Gato             ,12,12,8,9,14,12,13,8,10,11,10,9,11,12,12,6,14,8,12,11,8,11, 12  , 12  , 13  , 12  ,11,12, 10  , 12  , 2   , 2   , 11  ,12, 4   ,14,27," AM (C), ST          ",0.18,2.4389577,2.2589576911926272
 Mario Bermejo           ,10,10,15,14,14,10,14,17,14,13,14,12,14,11,12,13,11,13,12,14,14,14, 5   , 9   , 12  , 13  ,10,7, 17  , 11  , 8   , 5   , 11  ,14, 12  ,11,32, ST                  ,1.2,2.297604,1.0976040840148926
 Alberto Papa                ,9,8,8,8,7,9,8,8,7,9,7,8,6,9,9,5,5,5,8,8,8,7, 7   , 9   , 9   , 9   ,6,6, 6   , 8   , 8   , 3   , 9   ,6, 4   ,10,19," AM (RC), ST           ",0.005999999999999999,0.19388199,0.18788198852539062
 Rui Fonte               ,15,11,10,11,13,15,12,12,11,10,13,10,6,10,10,10,14,8,15,5,8,13, 6   , 11  , 13  , 13  ,13,13, 12  , 9   , 7   , 5   , 11  ,10, 6   ,14,21," AM (C), ST                 ",2.9,11.172583,8.272583103179931
 Eustachio Panzarino         ,12,8,9,6,18,12,9,5,12,9,9,2,5,6,5,10,12,5,9,3,13,13, 9   , 4   , 7   , 9   ,9,9, 12  , 9   , 3   , 7   , 6   ,8, 1   ,7,18, ST                    ,0.028,0.16548395,0.13748395156860352
 Kevin Stephan           ,12,11,8,10,8,12,8,10,8,12,10,12,10,12,9,10,8,7,12,5,9,9, 6   , 7   , 9   , 12  ,11,7, 9   , 9   , 5   , 2   , 9   ,7, 5   ,12,20," AM (C), ST                  ",2.2,2.908485,0.7084849357604981
 Wilson                  ,11,8,8,4,12,10,3,2,3,4,2,11,2,1,2,5,11,1,2,4,5,7, 4   , 5   , 10  , 10  ,7,7, 11  , 6   , 1   , 1   , 3   ,7, 1   ,11,18, ST                  ,0.007,0.07995129,0.07295128631591796
 Eren Derdiyok             ,13,13,13,19,15,16,14,15,10,12,13,9,10,12,9,6,13,8,15,7,14,9, 6   , 9   , 12  , 13  ,13,12, 18  , 11  , 4   , 4   , 9   ,12, 7   ,14,23, ST                                 ,8.75,34.01226,25.26226043701172
 Romain Poyet                    ,11,13,14,13,15,13,15,14,10,13,13,12,12,12,12,13,11,9,13,10,14,16, 10  , 13  , 12  , 10  ,12,8, 16  , 13  , 5   , 6   , 12  ,13, 6   ,12,30," M/AM (R), ST        ",1.3,4.9754357,3.675435733795166
 Julio Santa Cruz      ,11,8,7,9,10,12,5,7,7,8,6,10,8,10,8,10,11,3,10,3,11,10, 8   , 7   , 8   , 9   ,12,10, 9   , 5   , 4   , 3   , 7   ,10, 3   ,11,21, ST                       ,0.525,0.60736895,0.08236894607543947
